Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $386.26/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode
0xabb2a7b0bf26db8a1e9c72ae0896990e5d7bde2afbe39395ed5ea7b70f654757,10992244,1601853984,2020-10-04 23:26:24,0x8edad920c3c0e15d90eadedb050df985173260f3,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.00520513,2.0105335138,352.67,,
0x313c3ee2875f8acd64ec744bead3bd8a3cb40aa4f1411084519e33e7d5fe4bc7,10992250,1601854083,2020-10-04 23:28:03,0x9ab7c3a9ec4a1027e793a1a8ed113c6ded0e9c31,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00520513,2.0105335138,352.67,,
0x8a146e6f309cc8252661e5a39fdb2b7f49b24a592bab653cb7a592b3588a4e86,10992256,1601854162,2020-10-04 23:29:22,0x9ab7c3a9ec4a1027e793a1a8ed113c6ded0e9c31,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00300124,1.1592589624,352.67,,
0x7fc4d8f35ed296519f8a8b7b47ffa6f711f98ae53400449c24ef034493949077,10992257,1601854167,2020-10-04 23:29:27,0x44d67d90a2144dcfcac6928eb54e2c42927a5adf,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,8,0,3090.08,0.00520513,2.0105335138,352.67,,
0x9885a44bf8966dd2c627cbf91a96447a940acf1139f1f272dbc13ae4728f5f8d,10992261,1601854273,2020-10-04 23:31:13,0x153bff14b814d2d7d1ca198ee10eceffe3fe9d3e,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.224,0,86.52224,0.00361513,1.3963801138,352.67,,
0xbac815d12b47fdd2ce6a61a0c59d499993372146548f6044a811191232ca3b39,10992291,1601854589,2020-10-04 23:36:29,0xb20bf581918ff405c78c8ddf3bde8ff59d6df7a4,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.5,0,579.39,0.0058926,2.276075676,352.67,,
0xf67731e500202a102bf95eb4ed4c69577be91505ec2d279cc0472a1c8645ce4e,10992314,1601854814,2020-10-04 23:40:14,0xfc883fae4a379c358e5d45d2b49bf87b73da89d6,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,20,0,7725.2,0.00520513,2.0105335138,352.67,,
0x3aaf9b38e153d11871c55548bcd5727a7cbba59f67b9bf9f44aae60b3ce11536,10992325,1601854982,2020-10-04 23:43:02,0x02e5337c31be185332bfea6ec24736e9096684a2,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,6,0,2317.56,0.00383019,1.4794491894,352.67,,
0x7bc6ca2ade302ae500a64a727ff7a15d2e50f17ea062ce5ecd3bb3c537b97624,10992328,1601855005,2020-10-04 23:43:25,0xda44cf98e1d713c37459ba293e31898eb21022e3,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.00520513,2.0105335138,352.67,,
0x82ba16e4776375bfcfe86080b0d85ca2a7214ad0c8b7b835fe17125dd075aee3,10992372,1601855478,2020-10-04 23:51:18,0xe5b886e424511c7ee02f46479d32ae2937502ba6,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.3,0,115.878,0.0039284,1.517383784,352.67,,
0xf5db5d41ecad00e7fdf68b15c2ba6fedaf676a2dedf67ae99e9f94b9d181f962,10992420,1601856275,2020-10-05 00:04:35,0x92598e499f4c576104105279cf926df447f2d044,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,3.5,0,1351.91,0.00648186,2.5036832436,353.84,,
0xcf31696768a720b2c5fa687ed0420735993236b1e60dee5edd051e21c851b0fd,10992456,1601856820,2020-10-05 00:13:40,0x1e1c219e84b4f66afa4a7b9c37b657a1445488c5,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,3,0,1158.78,0.00520513,2.0105335138,353.84,,
0xa5129765ad1f35c9b5ba04088c0c582e5f81db2983fd5fa520ff9bf25ecb14eb,10992492,1601857322,2020-10-05 00:22:02,0x41dc360daa78c6677cf90b35fcbcf5cd559cafce,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.06,0,23.1756,0.00540155,2.086402703,353.84,,
0x04589af24495cd066cc766dd308eaf9994c1f1b791fbceebad6a67cf7a9bbdfc,10992509,1601857582,2020-10-05 00:26:22,0x41dc360daa78c6677cf90b35fcbcf5cd559cafce,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.23,0,88.8398,0.00375155,1.449073703,353.84,,
0x797020f565505d51c0756359fa1ee07367dfef2e17e37166d0077ac4d42539d6,10992518,1601857737,2020-10-05 00:28:57,0x7015677ee5081832d606843d81c3103198b77cee,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.025,0,9.6565,0.00540155,2.086402703,353.84,,
0xeaf70c68a50aadc0df29c6f8dbc86cd91387bec2628c0a93ea200494f79d6ff7,10992568,1601858373,2020-10-05 00:39:33,0xc98ba2281f3a4e92947c351b5d0564f1dba21543,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.00549976,2.1243372976,353.84,,
0x9d4521e1aa708867e261d422bb75143c382a799b7cf7c80af457afe9606ddf42,10992573,1601858432,2020-10-05 00:40:32,0x7015677ee5081832d606843d81c3103198b77cee,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.02,0,7.7252,0.00381976,1.4754204976,353.84,,
0xfb43cad94169ed157ac2a7bd61ba8d34c12bd2487f9d0a878ee899c1053576a8,10992594,1601858696,2020-10-05 00:44:56,0x6f1be1a6d0d29d9ee54645bab1d5abd8f3d30cca,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2.5,0,965.65,0.00443365,1.712541649,353.84,,
0x80b75858745707047a363625a9da0f9e619aa38a96eef95a42a1fc39ef73ee41,10992626,1601859142,2020-10-05 00:52:22,0x1a55be9f9c81bca2eb1579c9b95bfa00cb6caf7f,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00520513,2.0105335138,353.84,,
0x4690d08a16917f7af8492b06aaf209a47048ec57c9f54cb00d6c72c0787f7dfc,10992627,1601859145,2020-10-05 00:52:25,0x08b5d278a116665aeecf16e60f87891abbbe492a,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.00481229,1.8587951354,353.84,,
0x4a42fed73035b8893e413bd5ff094a58f2d46a09e49f5ca50084641991e80f2c,10992636,1601859295,2020-10-05 00:54:55,0xcf40ee60773b706162dee0169434cfd2b7edb231,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.5,0,579.39,0.00520513,2.0105335138,353.84,,
0xe281154af8b16514ec5ce22d53cc8edee8c7ad242a1de571cb3b33c6a20ba3a6,10992668,1601859694,2020-10-05 01:01:34,0x00ca3aa5ae69ee30506fe64853e07ec83bcd2f1c,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,3.3,0,1274.658,0.005293519,2.04467464894,353.84,,
0x0af8d7bc8010eaaf236184b35afd6df1fbcc188723de6cbe3d3d1f1a8bb6b0c4,10992745,1601860755,2020-10-05 01:19:15,0x867cb9c2df8d3120657e69884b8b8486fb394e47,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.0058926,2.276075676,353.84,,
0x9d2e56f68fea57b586652cf6cb2cd572e3386a39d69fa204633fdc6ffbbf6e53,10992768,1601861049,2020-10-05 01:24:09,0x2a99b7bcf038756cc3adbe5138d02419894ca8fb,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00559797,2.1622718922,353.84,,
0xef23ccc77acc267c5847d8bacf71bc308edb1a3f9f09d6b2a39820c3668c8cba,10992770,1601861089,2020-10-05 01:24:49,0x6f1be1a6d0d29d9ee54645bab1d5abd8f3d30cca,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.05,0,19.313,0.00388797,1.5017672922,353.84,,
0x3b8ced4820ffdce2726530aa9462ce169339c3f8baa1ba601467a17030fc408e,10992783,1601861296,2020-10-05 01:28:16,0x1609bc5fe461dd0a929ebc6574246a4aa78bbf86,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,3.8,0,1467.788,0.00559797,2.1622718922,353.84,,
0x3350e6234fa9b862b83e25cfe23d8e17d70588d5701c9c87ae8f2d89a7414101,10992933,1601863127,2020-10-05 01:58:47,0xb472b5403c965eb4f75b9a18e385ef3a77cd4a0f,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.00510692,1.9725989192,353.84,,
0x9d3cb2ec1dd2482ef84ab6783d3ca6cc76930d012907e25ccbdb62a8c3d23173,10993043,1601864420,2020-10-05 02:20:20,0x114a7dc513da7ea138090e76fde960e6a71cb517,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,25.9,0,10004.134,0.00461587,1.7829259462,353.84,,
0xe9289b8b3ab8809b14a2c582c1a257f070c536f2433534f8383672b2a07ad376,10993237,1601867059,2020-10-05 03:04:19,0x340ee45ef47b361d3c343798a77436f5a0c06d24,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.1,0,38.626,0.0058926,2.276075676,353.84,,
0xfea49b29448256f487a41705db8a6c9580faca98355f68785d2285f2b0ec87cc,10993276,1601867536,2020-10-05 03:12:16,0x340ee45ef47b361d3c343798a77436f5a0c06d24,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.125,0,48.2825,0.0040926,1.580807676,353.84,,
0xee548d3221b3faca5260d326b99b076a8b8e0dc06fc43e8159752d43098ccd9b,10993300,1601868034,2020-10-05 03:20:34,0xb5c7abe03082b2dfecb1e6284af554a441e6f477,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.00707112,2.7312908112,353.84,,
0xdf80bc0036403fd4a13622ecbdc4f3c2b152ee711bbcb166565c37d824719a85,10993323,1601868373,2020-10-05 03:26:13,0xfe9120637b5123972ad69f65fafddb476860fb81,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.00484291,1.8706224166,353.84,,
0x84db018359e692a3db010c2f573ba1fc156ba58c1d7ecc924e902ec5b44a4924,10993330,1601868454,2020-10-05 03:27:34,0x2ea32f87107e50a168ea0834bc92501226e1279f,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.00628544,2.4278140544,353.84,,
0x917775e31ff8710182b3206f358ee1f20c986ef62a42f948df273d210aecb8a0,10993353,1601868713,2020-10-05 03:31:53,0xbbe56b2979a08ff1aa4c2efd12412ecdb57a12ea,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.5,0,579.39,0.009821,3.79345946,353.84,,
0xdbb58c02840f08a0b8ecabde7905b9fde1b4cbe84a79f9999b47c7ff8f6fb0bd,10993370,1601868927,2020-10-05 03:35:27,0xb4f642451dc4567e5fe7c22051e11a99dca2fdb6,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.00540155,2.086402703,353.84,,
0x6c94573099446dc6359879735f032d06c4685743b90ebc6394e88f8ed8755e19,10993375,1601869040,2020-10-05 03:37:20,0xfdc91e7fd18e08df7ff183d976f1ba195ae29860,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00628544,2.4278140544,353.84,,
0xeb65eb3015dd1eb421fa305245c60969e96c603669e1d26da0eea4084d243f15,10993393,1601869271,2020-10-05 03:41:11,0x6194939c8a2cb407aa05bae3870e9b27bbadc8b5,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,20,0,7725.2,0.009821,3.79345946,353.84,,
0x9906c96f92be4e4205fef0c34e94c60a9fcb5ae2cbd932abeb0118bb5af21c55,10993432,1601869803,2020-10-05 03:50:03,0x5c7fd9500f5a7cd93f5377edc88fa1b8194a4380,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.17,0,65.6642,0.00579439,2.2381410814,353.84,,
0x7d2ea9f9cd615c2d068f46ec453cad644c31bbe1be3c86b45e865d159e3060bf,10993472,1601870344,2020-10-05 03:59:04,0x46b4cde357189e141ffe1beaea4036dfa4e3d193,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.00450186,1.7388884436,353.84,,
0x0c7bbd27d121ea5ea5df4bb9ad0879c6c9182abd780911865f540d6f9be30b4e,10993604,1601872202,2020-10-05 04:30:02,0xc05586e0d32894564409914a16a4b96018dca5cd,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.649,0,250.68274,0.00286482,1.1065653732,353.84,,
0xa9c0ff85ac0fc8c98cafe217807b405350e19438975d12c4d87e28d41a39ac7e,10993768,1601874852,2020-10-05 05:14:12,0xc05586e0d32894564409914a16a4b96018dca5cd,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.185,0,71.4581,0.004570070099518,1.76523527663997,353.84,,
0x49a0220ad88629a0b6996c10e9181660b24d2d922883496163b8258e78c52e30,10993815,1601875392,2020-10-05 05:23:12,0x46b4cde357189e141ffe1beaea4036dfa4e3d193,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.8,0,309.008,0.00538859,2.0813967734,353.84,,
0x9d72f974dcef85aa04f02789db59c1d928415802fba93324798eca97dbb68ac8,10994412,1601883405,2020-10-05 07:36:45,0xe70ad3e2c15b2f9fbf08be4f97292c68c18133d9,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.00932995,3.603786487,353.84,,
0x4d02ee266dd9dc570a4215e53a74b8b1faf3e97e837e675ed7199805dcc5fdc3,10994441,1601883757,2020-10-05 07:42:37,0xea5032c9721a609210a3b9d03d8a4e14e3c6cdbd,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.01168699,4.5142167574,353.84,,
0x9782a217046beeb7007183c6c9256655ecd8f49859d394956883cc975a8459b9,10994443,1601883774,2020-10-05 07:42:54,0x7f4a95012b076798e3e4090222f7045e122a689a,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.13,0,50.2138,0.006411740099518,2.47659873083997,353.84,,
0x040f53a61ff3c892c49f064a195caf776faa2bfd3ebe2a2178ac75ad67e75e6e,10994518,1601884805,2020-10-05 08:00:05,0xbe6946830d5f7e94898899619f33eb56e8bbfa45,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.1,0,38.626,0.00913353,3.5279172978,353.84,,
0xb83e2ef1ccdc7752217c6b2d635ae65d75c96556e8db65f1d517475727947436,10994522,1601884852,2020-10-05 08:00:52,0xbe6946830d5f7e94898899619f33eb56e8bbfa45,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.1,0,38.626,0.00647995,2.502945487,353.84,,
0x96a20a4ccfe4203b609ffd634c0493087aa54c10d82ef92816b5fe18b5128ee9,10994599,1601885897,2020-10-05 08:18:17,0xda3fde8669aa5e143f1b5e05b5d90e273fb997e5,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.01188341,4.5900859466,353.84,,
0xe612e79eb17349205a3f756f74f9caceb639842aab3b81f55d235c1ce9be4e59,10994605,1601885984,2020-10-05 08:19:44,0xbc80115c6813af044a7513c918afbab9c1be29c4,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00834785,3.224440541,353.84,,
0x2ec3f276f999fad16e59841321528692accf66b809c2a24493de6d025f7f0df5,10994701,1601887315,2020-10-05 08:41:55,0x830677c7d25261715f2c14e0b3de2cd142d46a83,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.05,0,19.313,0.002373,0.91659498,353.84,Error(0),Out of gas
0xf7d661b485df2ec5ddf68ffb8bc43adae9aef7dd158b0eaf5750c3d27ac453ae,10994715,1601887440,2020-10-05 08:44:00,0x830677c7d25261715f2c14e0b3de2cd142d46a83,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.05,0,19.313,0.002352,0.90848352,353.84,Error(0),Out of gas
0xcaf538b89b4664c0ac28f58882bfffed3dcc465689d90df97af859f5a826df2b,10994749,1601887858,2020-10-05 08:50:58,0xc9689c4f4de333a991003b0b68e50edf6aa1a967,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.01070489,4.1348708114,353.84,,
0xc6aa26f39ff5f751dfef1f966f8bb1890ac20b9b3ef0e3f515ad1b76861c3816,10994767,1601888159,2020-10-05 08:55:59,0x38b8f2483d88e45c9ed5738818110e5d390f7435,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.05,0,19.313,0.00530334,2.0484681084,353.84,,
0xb5b4083bb62043014fedbf2b685277666e64ed25b91c269aff3a0fa7c58cdc09,10994822,1601888895,2020-10-05 09:08:15,0xc9689c4f4de333a991003b0b68e50edf6aa1a967,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.8,0,309.008,0.00716205,2.766413433,353.84,,
0x9e8f0b39c3fcdf4fa8a351cb64d863a22176a5c9a18e67135147634e99a70a5b,10994884,1601889670,2020-10-05 09:21:10,0x3eed524b95f80c3ee5536afd3946f5033b0668a2,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.0058926,2.276075676,353.84,,
0x27ecb39265661971517141646935f7a1580fb77ae795a21fc80e984c78da9e13,10994907,1601889930,2020-10-05 09:25:30,0xf24a0198bb44c2c8cfde2959fcc3ea51c27648d5,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,10,0,3862.6,0.00962458,3.7175902708,353.84,,
0xb14466053175d026f91739cd85b94bec54811534179e09adb5da747b516c4a83,10994910,1601889988,2020-10-05 09:26:28,0xb8c3a4184247f4a99c687073798501026bb9ce7c,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.0147315,5.69018919,353.84,,
0x2b5af5c44dd80a35cf1b456e6a049405ab4ba3799364a697d98ef48b5e8e4356,10994931,1601890293,2020-10-05 09:31:33,0x093cded9172dfa38c544fa6f0ba0a60dc23bc307,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00962458,3.7175902708,353.84,,
0x8ce4c90c7c5be0ded59dfbb45442e247ec3307a1280e95b0c4f24b42b0d7c32c,10994942,1601890420,2020-10-05 09:33:40,0x393abe213320b3d863c1585ebe6120de051d6244,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,4.5,0,1738.17,0.00962458,3.7175902708,353.84,,
0xb5eca1f612b67c5cf99e9344b6a2a37836f3ef31a3569a66d574e799cf474fae,10994955,1601890597,2020-10-05 09:36:37,0x78d6cebab9605ace2e0983e51f912c1fe9d8e844,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.01050847,4.0590016222,353.84,,
0x5b0d79e62a12808e5082991b823883c9ac9aede2fe430a01c36da8fde440cd69,10994960,1601890617,2020-10-05 09:36:57,0x093cded9172dfa38c544fa6f0ba0a60dc23bc307,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00497933,1.9233160058,353.84,,
0x70d6a379c04b65ad4221a812b5be467f9e8504407a73b4dfed259b715c2ab892,10994964,1601890681,2020-10-05 09:38:01,0x78d6cebab9605ace2e0983e51f912c1fe9d8e844,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00743489,2.8718006114,353.84,,
0x212bb051991628f6c24427d8be6197e10dee8c1818e43bd9c8b709362abd06b6,10994976,1601890834,2020-10-05 09:40:34,0x0729d1cc016cd1b5a33eab274195c6b93cf21e16,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00530334,2.0484681084,353.84,,
0x96a3c1d660c8082cc69f9b3c430d0c8199e0c34a65ce28ca40a6d341ced200ff,10995032,1601891439,2020-10-05 09:50:39,0x8e01ae0d82f02f2d598ad1e102091204174ab2c2,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.2,0,77.252,0.00628544,2.4278140544,353.84,,
0x39d9141c912e95c90f008283ff6d044ac876efe47012a2df0374e43d185b7bb2,10995068,1601891930,2020-10-05 09:58:50,0x68b5b81c0a8419579d96e3bac448eb497f62da71,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.00412482,1.5932529732,353.84,,
0x6d83a6403b9c32267ef864dbb4804cc0c0baa6c4f3ba59c1fe689fb96d134889,10995092,1601892088,2020-10-05 10:01:28,0xc63df9316e969fc366bff3f8988494e7f02753fc,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.8,0,309.008,0.00441945,1.707056757,353.84,,
0x4df640c902a4487bc617041b70bf584d6942c7684803c872dcb89e401c291cda,10995130,1601892698,2020-10-05 10:11:38,0x219105dfe00d1fb417cd5d6b2f9e1fe390a72494,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.0058926,2.276075676,353.84,,
0x54af1f89d110b4a973cea9867febd4dd3204a2113fcf12cbe9426a80788c412b,10995181,1601893230,2020-10-05 10:20:30,0x024f1f8b3789bfdf9edb47f58a0d7a3afeaea804,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.125,0,48.2825,0.00579439,2.2381410814,353.84,,
0x42da9f9e0cc10ea5bad574f832a7cbceccbedd9f355c110b42c487694174ad7c,10995183,1601893247,2020-10-05 10:20:47,0xf4f630c890f7fb03ba289f10fb2be8f87027a474,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.3,0,115.878,0.00549976,2.1243372976,353.84,,
0x4a56caa215493e3286092d7c7300f041ac3b69dd391b910eef241032eafb4947,10995210,1601893690,2020-10-05 10:28:10,0xe8c38e2e7ead1f61d2b125410eddc0819e68c55c,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,2,0,772.52,0.00658007,2.5416178382,353.84,,
0xf4adff68985fdefd5e31245f8e764df166182b7f6774a837e1907bab605e8999,10995265,1601894611,2020-10-05 10:43:31,0x4c3eb0aa279a5029b131f976e2ae8a5addf2eb73,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.1,0,38.626,0.00795501,3.0727021626,353.84,,
0xd30e706df547e41b7a3381475e226b70cd78d8e1bf9e7edae0419008c45e3e7e,10995307,1601895234,2020-10-05 10:53:54,0x3c42c9df2bb1bb114f404ae16fdad203b48f4199,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.00824964,3.1865059464,353.84,,
0x0aab30f4765275e85fddddbeeb07b032d91d9d283605b0641c94bd61755fd1ec,10995320,1601895373,2020-10-05 10:56:13,0x3c42c9df2bb1bb114f404ae16fdad203b48f4199,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.75,0,289.695,0.00504754,1.9496628004,353.84,,
0xfe351f4d8254a16b2ad5bd8dd64d476739d56862c94f2651a6f9510c8105f67f,10995347,1601895691,2020-10-05 11:01:31,0x91d90277c53609946efc4b974789352c982d300e,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00608902,2.3519448652,353.84,,
0x6ca62f48df5697d74dc0a4b163ab4fdb3269b748ce85500e7670934765b1cf3f,10995363,1601895876,2020-10-05 11:04:36,0x8ce0ffa9a232ebb8f1ece9ae44662d75cc25b84d,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.00608902,2.3519448652,353.84,,
0x37f355aef635f227215c46c62b351f0c061876785cf88dd0f3531570187ac4db,10995369,1601895937,2020-10-05 11:05:37,0x8d0e15146d8aec031203702f730d3b7a4f3333e2,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00805322,3.1106367572,353.84,,
0x3cd0b79ba8a04caa5201017211fd97b2e8601d74d0146976b6fbdfbbdc1e80d0,10995375,1601895998,2020-10-05 11:06:38,0x8ce0ffa9a232ebb8f1ece9ae44662d75cc25b84d,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.00566143,2.1867839518,353.84,,
0x8d6e3a7c514fb5bbe7a66915e5f916ef0fbd887327a747267c616ddf512f0a23,10995406,1601896428,2020-10-05 11:13:48,0x687e649d66ce942ddf0cd3ab21ccde727b201238,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.25,0,482.825,0.00726754,2.8071600004,353.84,,
0xf837dc8baa2e5fa3febeb30a68703687e3e85585b3afa023c25f3b15a7bc1a9c,10995440,1601896853,2020-10-05 11:20:53,0xd027e0a9a7153a349567caa63af8df1786eca571,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.35,0,135.191,0.00628544,2.4278140544,353.84,,
0x8bacf8cf3abf4944bc6dc967df4bee9e0c438459096410099f0b44109289383e,10995459,1601897101,2020-10-05 11:25:01,0xa3b4817245ce62dc062672110d873f70325c26cb,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1.5,0,579.39,0.00726754,2.8071600004,353.84,,
0x7359ee9f4deb037f1ed49ff38cf78c3b47776930c4af22c538928418a2362309,10995465,1601897164,2020-10-05 11:26:04,0x0daef89a7d468ef86fcb6df8cbe5d3e9ff4355f4,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,1,0,386.26,0.00726754,2.8071600004,353.84,,
0xd2335e742cbd2c9c1d0f11b3761db885f7a7eafd7d10a67e4a72a94eba38c2ee,10995494,1601897568,2020-10-05 11:32:48,0x443463482528fc2152f882cafad6d7c3b1bd9b34,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.4,0,154.504,0.00726754,2.8071600004,353.84,,
0xf654ada837d4dce98a0071dc84cf4fffeb0ade18d2b8cb52b2116f2b0f782132,10995513,1601897795,2020-10-05 11:36:35,0x8ce0ffa9a232ebb8f1ece9ae44662d75cc25b84d,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.006821,2.63467946,353.84,,
0x3649a56515f04205c19e44044c562eb97c332d3295dd4493340ffd54a46b7cf2,10995524,1601897963,2020-10-05 11:39:23,0x8d0e15146d8aec031203702f730d3b7a4f3333e2,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.0047747,1.844275622,353.84,,
0x36acfcfb852c389b5004f91d609cadd4c34892f9d6c91f1ae545b31592fe36d4,10995542,1601898138,2020-10-05 11:42:18,0x151c67becfd20664a8bfe016569ebca04f71342e,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.5,0,193.13,0.00677649,2.6174870274,353.84,,
0x72d90b36d5038e22bcbf50544a8077024d0a5627414eefce26bd686af7ee6aea,10995563,1601898383,2020-10-05 11:46:23,0x16c32c1fb7ff6eb3fa789df9ecdfdf264c8f5185,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.00795501,3.0727021626,353.84,,
0x176506b1ffd74185d0314d0f8f57b436f120d4854869c4f5a3fc1e8f0c01a1ca,10995577,1601898617,2020-10-05 11:50:17,0x8ce0ffa9a232ebb8f1ece9ae44662d75cc25b84d,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.00300124,1.1592589624,353.84,,
0xce67d52c27a8a462871f7fb3e1f1fb0219bbecdc045b68cec40b2b8f8b89b6cc,10995578,1601898623,2020-10-05 11:50:23,0xc08389d06f81d445df0e803948d6ccc1cd512345,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.25,0,96.565,0.004223030143288,1.63118762314657,353.84,,
0x5f2aff6efb350e851497850227ec9a2a7d05a96909addf67327ba0ab4a226ca1,10995593,1601898794,2020-10-05 11:53:14,0x41dc360daa78c6677cf90b35fcbcf5cd559cafce,0x27f97bc09a4e28d5935a08e2810b3e3c94f04220,,0.57,0,220.1682,0.00450186,1.7388884436,353.84,,
